FABL,Altenbrunslar,Hp
FKIH,Kirchhain (Bz Kassel),Bf
FKIL,Kilianstädten,Hp
FKBB,Kassel-Bettenhausen Bergmann,Anst
FKIN,Kinzenbach,Bf
FKIR,Kirchheimbolanden,Bf
FKIZ,Wiesbaden Kinzenberg,Abzw
FKLB,Kölbingen,Bush
FKLBS,Kassel Stw Klb,Bft
FKLE,Kleba,Tp
FKLM,Kahl (Main),Bf
FKLP,Kahl (Main) Privatb,Bf
FKLU,Klein Umstadt,Bf
FKM,Kraftsolms,Tp
FKMP,Kamp-Bornhofen,Bf
FKMPS,Kamp-Bornhofen (Schiff),Slst
FKNH,Kassel-Nordshausen,Bf
FKNZ,Kassel-Niederzwehren,Bf
FKO,Klein Ostheim,Bf
FKO,Kleinostheim,Bf
FKOA,Kassel-Oberzwehren (Abzw),Abzw
FKOB,Korbach,Bf
FKOB1,Korbach (Est),Est
FKOBB,Korbach Briloner Landstraße,Bush
FKOBI,Korbach,Anst
FKOBK,Korbach Am Kreisel,Bush
FKOBZ,Korbach Ziegelhütte,Bush
FKOE,Königstein (Taunus),Bf
FKON,Frankfurt (Main) Konstablerwache,Bf
FKOO,Kostheim Ost,Abzw
FKOS,Kostheim,Abzw
FKOT,Körle Ost Bbf,Bf
FKOZ,Kassel-Oberzwehren,Hp
FKP,Köppern,Bf
FKR,Kassel Rbf,Bf
FKR D,Dreibrücken,Bft
FKR N,Kassel Rbf Nord,Bft
FKR R,Kassel Rbf Abzw,Bft
FKR S,Kassel Rbf Süd,Bft
FKRB,Kassel Rbf Abzw Berg,Abzw
FKRI,Kriftel,Bf
FKRL,Körle,Bf
FKRO,Kronberg (Taunus),Bf
FKRS,Kronberg Süd,Hp
FKTG,Kassel Tunnelgleis,Abzw
FKU,Kassel Unterstadt,Bf
FKW,Kassel-Wilhelmshöhe,Bf
FKW W,Kassel-Wilhelmshöhe West,Bft
FKWA,Kassel-Waldau,Abzw
FKWAI,Kassel-Waldau Industriestammgleis,Anst
FKWB,Külte-Wetterburg,Anst
FKWN,Kassel Nordwest,Abzw
FKWNA,Kassel Nordwest A,Bft
FKWNB,Kassel Nordwest B,Bft
FKWO,Klein Winternheim-Ober Olm,Hp
FKWS,Kassel-Wilhelmshöhe Süd,Bf
FKWW,Kassel-Wilhelmshöhe West (NE),Bf
FKY,Frankfurt am Main Kleyerstraße,Abzw
FKZ,Kerzell,Üst
FL,Limburg (Lahn),Bf
FLAB,Laubach (Oberhess),Bf
FLAE,Bebra Lämmerberg,Abzw
FLAH,Langenhahn,Bf
FLAN,Langenaubach,Anst
FLAS,Langstadt,Hp
FLAU,Lauterbach (Hess) Nord,Bf
FLB,Lorsbach,Bf
FLBF,Frankfurt (Main) Lokalbahnhof,Bf
FLBG,Laurenburg (Lahn),Bf
FLBR,Lelbach-Rhena,Tp
FLBRB,Lelbach B 251,Bush
FLCH,Laubach (Werra),Tp
FLD,Laudenbach(Kreis Witzenhausen),Tp
FLD,Laudenbach (Kr Witzenhausen) (ehe,Bf
FLDB,Liederbach,Bf
FLDF,Londorf,Bf
FLDS,Liederbach Süd,Hp
FLE,Lengfeld,Bf
FLEH,Lehnheim,Hp
FLF,Langsdorf (Oberhess),Hp
FLFD,Leimsfeld,Tp
FLFR,Liebfrauenkirche,Tp
FLG,Langen (Hess),Bf
FLGS,Lang Göns,Bf
FLH,Loshausen,Tp
FLH,Loshausen Knapp,Anst
FLHK,Lauterbach (Hess) Süd Stabernack,Anst
FLHN,Lindenholzhausen,Hp
FLHS,Lauterbach (Hess) Süd,Bf
FLI,Lich (Oberhess),Bf
FLIB,Liebenau (Bz Kassel),Hp
FLIE,Lieblos,Bf
FLIH,Lispenhausen,Hp
FLIN,Lindheim,Hp
FLIP,Lippoldshausen,Üst
FLIR,Licherode,Bf
FLIS,Limburg (Lahn) Süd Plng NBS,Bf
FLIX,Lixfeld,Tp
FLNG,Langenbieber,Bf
FLO,Lorsch,Bf
FLOE,Löhnberg,Bf
FLOH,Lohra,Hp Anst
FLOL,Lollar,Bf
FLON,Lorchhausen,Hp
FLOR,Lorch (Rhein),Bf
FLORS,Lorch (Rhein) (Schiff),Slst
FLP,Lampertheim,Bf
FLR,Lamerden,Bf
FLRN,Kalbach Landrücken Nord,Üst
FLRS,Sinntal Landrücken Süd,Üst
FLS,Frankfurt-Louisa,Bf
FLST,Licher Straße,Hp
FLSW,Langenschwarz,Bf
FLUE,Lütter,Bf
FLUT,Lutterberg,Üst
FLW,Leeheim-Wolfskehlen,Hp Anst
FLWH,Ludwigshütte,Anst
FLY,Loreley,Bf
FMAB,Maberzell,Bf
FMAI,Mainzlar,Anst
FMAL,Malkomes,Bf
FMAN,Mandern,Hp
FMAS,Mainaschaff,Hp Anst
FMB,Mainz-Bischofsheim,Bf
FMB A,Mainz-Bischofsheim Überltg I,Bft
FMB M,Mainz-Bischofsheim Mitte,Bft
FMB N,Mainz-Bischofsheim Überltg II,Bft
FMB O,Mainz-Bischofsheim Ostseite,Bft
FMB P,Mainz-Bischofsheim Pbf,Bft
FMB W,Mainz-Bischofsheim Westseite,Bft
FMBA,Mühlbach,Üst
FMBG,Marburg (Lahn),Bf
FMBG1,Marburg(Lahn),Est
FMBS,Marburg Süd,Hp Anst
FMCK,Mücke (Hessen),Bf
FMDW,Mainzlar Didierwerke,Anst
FME,Mecklar,Bf
FMED,Medenbach,Awanst
FMER,Merkenfritz,Tp
FMES,Messel,Bf
FMET,Mettenheim,Hp
FMEU,Meudt (Westerw),Bf
FMEV,Meudt (Ww) Villeroy & Boch II,Anst
FMF,Mörfelden,Bf
FMFD,Malsfeld,Bf
FMFH,Malsfeld (Hp),Hp
FMG,Mainz-Gustavsburg,Bf
FMGD,Mittel Gründau,Bf
FMGH,Mengeringhausen,Anst
FMGN,Mainz-Gustavsburg Hafen,Emst
FMGN,Mainz-Gustavsburg Hafen,Anst
FMGO,Mainz-Gonsenheim,Bf
FMGR,Mümling-Grumbach,Bf
FMGT,Mariengarten,Museum
FMH,Mühlheim (Main),Hp Üst
FMHD,Mühlheim-Dietesheim,Hp Üst
FMHF,Mönchehof (Kr Kassel),Bf
FMHM,Marnheim,Bf
FMHN,Münchhausen,Bf
FMHO,Mühlheim (Main) Ost,Üst
FMHU,Mainz Hafen Ubf,Bf
FMI,Michelstadt,Bf
FMIB,Michelbach (Nass),Tp
FMIC,Michelbach (Unterfr),Bf
FMIR,Michelsrombach,Üst
FMK,Mainz-Kastel,Bf
FMKS,Mainz Kleiner Sand,Awanst
FML,Mainz-Laubenheim,Hp
FMLA,Frankfurt Mainzer Landstraße,Abzw
FMLB,Melbach,Hp
FMLS,Melsungen,Bf
FMM,Mainz-Mombach,Bf
FMMB,Mainz-Marienborn,Bf
FMN,Mainz Nord,Hp
FMNH,Meineringhausen,Hp
FMO,Mornshausen,Hp
FMOE,Mömbris-Mensengesäß,Bf
FMOF,Niederahr Fuchs'sche Tongruben,Anst
FMOH,Raunheim Mönchhof,Abzw
FMON,Monzernheim,Tp
FMOR,Morschheim,Emst
FMOR,Morschheim,Anst
FMOS,Moschheim,Bf
FMOW,Raunheim Mönchwald,Abzw
FMR,Marbach (Kr Fulda),Bf
FMS,Mainz Süd,Bf
FMSF,Fulda Münsterfeld,Awanst
FMSH,Monsheim,Bf
FMST,Frankfurt Main-Neckar-Brücke,Abzw
FMT,Montabaur,Bf
FMTB,Montabaur Süd,Bf
FMTN,Montabaur Nord,Bf
FMTR,Münster (b Dieburg),Hp
FMTS,Montabaur Seelbach,Anst
FMTZ,Sandbach (Odw) Metzeler,Awanst
FMUE,Münzenberg,Bf
FMUL,Frankfurt (Main) Mühlberg,Bf
FMW,Mainz-Weisenau,Hp
FMWG,Mainz-Weisenau Gbf,Bf
FMZ,Mainz Hbf,Bf
FMZ A,Mainz Pbf/Gbf,Bft
FMZ G,Mainz Gbf,Bft
FMZ K,Mainz Hbf K-W-Ring,Bush
FMZ R,Mainz am Rathaus,Slst
FNAC,Nackenheim,Hp
FNAP,Neu-Anspach,Hp Anst
FNAS,Nassau (Lahn),Bf
FNAU,Nausis (Kr Ziegenhain),Tp
FNB,Niederbieber,Tp
FNBH,Niederbeisheim,Tp
FNCH,Niederbrechen,Bf
FND,Nidda,Bf
FND 1,Nidda Est,Est
FNDA,Niederahr,Bf
FNDH,Niederheimbach,Bf
FNDHS,Niederheimbach (Schiff),Slst
FNDS,Niederscheld (Dillkr) Süd,Hp
FNDW,Niederweimar,Hp
FNEH,Niedereisenhausen,Emst
FNEH,Niedereisenhausen,Tp
FNEH,Niedereisenhausen,Anst
FNF,Neuhof (Kr Fulda),Bf
FNFD,Nieder Flörsheim-Dalsheim,Hp
FNG,Niederkaufungen,Tp
FNH,Niederhöchstadt,Bf
FNHD,Niederhadamar,Hp
FNHS,Neuhaus (Oberhess),Anst
FNI,Frankfurt-Niederrad,Bf
FNIA,Niederaula,Bf
FNIAI,Niederaula Industriegleis,Anst
FNIB,Niedererbach,Hp
FNIC,Nicolausstollen,Tp
FNID,Niederscheld (Dillkr) Nord,Tp
FNIE,Niederdorfelden,Bf
FNIH,Niedersteinbach,Bf
FNIJ,Niederjossa,Bf
FNIN,Niederroßbach-Neustadt,Tp
FNIP,Nippe,Bf
FNIR,Nierstein,Bf
FNIS,Neu-Isenburg,Bf
FNIV,Nievern,Hp
FNIZ,Niederzeuzheim,Bf
FNJ,Niederjosbach,Hp
FNK,Haunetal-Neukirchen,Bf
FNKI,Neukirchen (Kr Wetzlar),Tp
FNKZ,Neukirchen (Kr Ziegenhain),Anst
FNL,Niederwalgern,Bf
FNMB,Naumburg (Bz Kassel),Bf
FNMI,Niedermittlau,Hp
FNMT,Niedernhausen Rhein-Main Theater,Hp
FNO,Nieder Ohmen,Bf
FNOD,Neustadt (Odenw),Bf
FNOF,Nieder Ofleiden,Anst
FNOL,Nieder Olm,Bf
FNOM,Nieder Ofleiden MHI,Anst
FNOS,Nordenstadt,Üst
FNR,Nieder Ramstadt-Traisa,Hp
FNRD,Neerdar,Tp
FNRI,Nieder Roden Industriestammgleis,Awanst
FNRO,Nieder Roden,Bf
FNRW,Nieder Wöllstadt,Bf
FNS,Niederselters,Hp
FNSD,Niedernhausen (Taunus),Bf
FNSM,Neustadt (Kr Marburg),Bf
FNU,Nauheim (b Groß Gerau),Bf
FNV,Niedervellmar,Abzw
FNW,Niederwetter,Tp
FNWF,Niederwalluf,Bf
FNWS,Nösberts-Weidmoos,Tp
FNZ,Netze,Hp
FO,Offenbach (Main) Hbf,Bf
FO 1,Offenbach (Main) Est,Est
FO G,Offenbach (Main) Gbf,Bft
FOA,Oberaula,Anst
FOB,Oberbrechen,Hp
FOBA,Oberbimbach,Hp
FOBB,Obbornhofen-Bellersheim,Hp
FOBD,Oberdorfelden,Hp
FOBE,Oberhörgern-Eberstadt,Bf
FOBG,Ortenberg (Oberhessen),Tp
FOBH,Obernhof (Lahn),Bf
FOBI,Offenbach-Bieber,Bf
FOBM,Oberbeisheim,Anst
FOBN,Oberhaun,Bf
FOBR,Oberrieden,Bf
FOBS,Obersuhl,Bf
FOBW,Oberwesel,Bf
FOBWS,Oberwesel (Schiff),Slst
FOCK,Ockenheim,Hp
FOE,Oestrich-Winkel,Bf
FOET,Ötmannshausen,Tp
FOFF,Dreieich-Offenthal,Hp
FOFH,Offenbach (Dillkr),Hp Anst
FOHF,Osthofen,Bf
FOHS,Dreikirchen,Hp
FOK,Okarben,Hp
FOKL,Offenbach-Kaiserlei,Hp
FOKN,Oberkaufungen,Bf
FOLK,Ohlenbeck Gasthaus,Bush
FOLM,Offenbach Ledermuseum,Hp
FOM,Ostheim (b Butzbach),Hp
FOMP,Offenbach Marktplatz,Hp
FONH,Ober-Niederhone,Hp
FONN,Oberneisen,Bf
FOO,Offenbach (Main) Ost,Hp
FOPN,Oppershofen,Bf
FOPP,Oppenheim,Bf
FOR,Bad Orb,Bf
FOR B,Bad Orb Busbf,Bush
FORA,Ober Ramstadt,Bf
FORD,Rödermark-Ober Roden,Bf
FORD1,Ober Roden Est,Est
FORF,Bad Orb Frankfurter Str,Bush
FORH,Oberscheld Hochofen,Tp
FORT,Oberscheld Ort,Tp
FOS,Ostheim (Kr Hanau),Hp
FOSD,Oberscheden,Bf
FOSN,Oberelsungen,Hp
FOSS,Oberselters (Plng NBS),Bk
FOST,Frankfurt (Main) Ostendstraße,Bf
FOT,Ottrau,Anst
FOTS,Obertshausen (Kr Offenbach),Bf
FOU,Oberursel (Taunus),Bf
FOUS,Oberursel-Stierstadt,Hp
FOV,Obervellmar,Bf
FOW,Ober Widdersheim,Bf
FOWA,Oberwald,Bf
FPAP,Papierfabrik,Bf
FPD,Pfeddersheim,Bf
FPF,Pfahlgraben,Bf
FPHT,Philippsthal,Bf
FPOL,Pohlgöns,Bf
FPU,Pfungstadt,Bf
FQU,Quotshausen,Tp
FRA,Raunheim,Bf
FRAC,Raunheim Caltex & Tikona,Anst
FRAN,Ranstadt,Hp
FRB,Rodenbach (Dillkr),Hp
FRBH,Ransbach (Kr Hersfeld),Bf
FRD,Rabenscheid,Anst
FRDF,Roßdorf (b Darmstadt),Tp
FRDH,Rüdesheim (Rhein),Bf
FRDH1,Rüdesheim (Rhein) Est,Est
FRDHS,Rüdesheim (Rhein) (Schiff),Slst
FRE,Reddighausen,Anst
FRED,Rennerod (Westerw),Bf
FREH,Rengershausen,Bf
FREI,Reinheim (Odenw),Bf
FRER,Reddighäuser Hammer,Tp
FRFD,Remsfeld,Tp
FRFH,Röhrenfurth,Hp
FRH,Frankfurt-Rödelheim,Bf
FRHA,Rörshain,Tp
FRHD,Rheindürkheim,Anst
FRHM,Reichelsheim (Wetterau),Bf
FRHN,Rennertehausen,Tp
FRID,Ried,Hp
FRIE,Riedrode,Hp
FRIH,Richthof,Üst
FRO,Rodheim v d Höhe,Bf
FROB,Rockenberg,Bf
FROD,Rodenbach bei Hanau,Hp
FROE,Rödgen,Tp
FROF,Rotenburg an der Fulda,Bf
FROFB,Rotenburg (Fulda) Bus,Bush
FROH,Rönshausen,Hp
FROL,Rollwald,Hp
FRON,Ronshausen,Hp
FROS,Rosbach v d Höhe,Hp Anst
FRP,Rupsroth,Tp
FRS,Rückersbacher Schlucht,Hp
FRSA,Reichensachsen,Bf
FRSK,Reiskirchen (Kr Gießen),Bf
FRSW,Reichensachsen West,Tp
FRTN,Rotenhain,Bf
FRU,Rückershausen,Anst
FRUE,Rüsselsheim,Bf
FRUK,Runkel,Hp
FRUO,Rüsselsheim Opelwerk,Bft
FRW,Rauschwald,Abzw
FRX,Rixfeld,Anst
FRZ,Renzendorf,Hp Anst
FSA,Steinau (Straße),Bf
FSAA,Saasen,Hp
FSAD,Sainscheid,Tp
FSAF,Steinau (Kr Fulda),Hp
FSAN,Sandbach (Odenw),Bf
FSAW,Sachsenhausen (Waldeck),Hp Anst
FSB,Saalburg (Taunus),Hp
FSBA,Schlierbach (Kr Fritzlar),Bf
FSBG,Spangenberg,Tp
FSBH,Steinbach (Rhön),Tp
FSBL,Schweinsbühl Abzw,Bush
FSBN,Schimborn,Bf
FSBR,Steinbrücken,Tp
FSCH,Schöllenbach-Hesselbach,Hp
FSE,Herbornseelbach,Bf
FSEI,Seiferts,Bf
FSEL,Seligenstadt (Hess),Bf
FSF,Bad Salzschlirf,Bf
FSF B,Bad Salzschlirf Bus,Bush
FSFZ,Steinefrenz,Bf
FSG,Seulberg,Hp
FSGH,St. Goarshausen,Bf
FSGHS,St. Goarshausen (Schiff),Slst
FSGO,St. Goar,Bf
FSGOS,St. Goar (Schiff),Slst
FSH,Selzen-Hahnheim,Bf
FSHF,Frankfurt (Main) Schlachthof,Abzw
FSHM,Steinheim/Main,Hp Anst
FSHZ,Steinholz,Anst
FSI,Sinn,Bf
FSIN,Frankfurt-Sindlingen,Hp
FSK,Schöllkrippen,Bf
FSKD,Schenklengsfeld,Bf
FSKZ,Schenksolz,Bf
FSL,Singlis,Hp
FSLB,Langenselbold,Bf
FSLH,Saulheim,Bf
FSLM,Schmittlotheim,Tp
FSLZ,Schlitz (Hess),Bf
FSMH,Simtshausen,Hp
FSMU,Schmalnau,Bf
FSN,Sechshelden,Hp
FSNH,Schneidhain,Bf
FSO,Frankfurt-Sossenheim,Hp
FSOE,Schönbach (Dillkr),Tp
FSOL,Solms,Hp Bk
FSON,Sontra,Bf
FSOR,Sorga (Kr Hersfeld),Bf
FSP,Frankfurt (Main) Sportfeld,Bf
FSPE,Speele,Bf
FSPO,Dreieich-Sprendlingen,Bf
FSPR,Sprendlingen (Rheinhess),Bf
FSR,Sarnau,Bf
FSRA,Schreufa,Tp
FST,Staffel,Bf
FSTA,Stadtallendorf,Bf
FSTD,Steeden,Emst
FSTE,Steinerts,Abzw
FSTF,Steinfurth,Bf
FSTH,Stockhausen (Lahn),Bf
FSTK,Stockstadt (Main),Bf
FSTL,Frankfurt (Main) Stresemannallee,Hp
FSTM,Stockheim (Oberhess),Bf
FSTM1,Stockheim(Oberhess) Est,Est
FSTN,Stockschneise,Abzw
FSTR,Stockstadt (Rhein),Hp
FSTS,Schwalbach a Ts (Limes),Hp
FSTZ,Sterbfritz,Bf
FSUE,Schlüchtern,Bf
FSUEZ,Ziegenberg (Schlüchtern),Bft
FSWA,Frankfurt-Schwanheim,Abzw
FSWB,Schwebda Bbf,Bf
FSWF,Frankfurt-Schwanheim Fernbahn,Abzw
FSWG,Schweinsberg,Anst
FSWH,Schwebda,Tp
FSWR,Schwarzenbach,Üst
FSWS,Frankfurt-Schwanheim S-Bahn,Abzw
FSY,Willingen-Stryck,Hp
FSZ,Sulzbach (Taunus),Hp Anst
FSZH,Sterzhausen,Hp Anst
FSZN,Sulzbach (Taunus) Nord,Hp
FTH,Trais-Horloff,Hp
FTM,Taubertsmühle,Awanst
FTMU,Trais-Münzenberg,Bf
FTOH,Todenhausen,Tp
FTR,Treis (Hess),Tp
FTRE,Trechtingshausen,Hp
FTRES,Trechtingshausen (Schiff),Slst
FTRF,Treischfeld (ehem),Bf
FTS,Treysa,Bf
FTS 1,Treysa Est,Est
FTSB,Treysa Bundeswehr,Anst
FTSF,Treysa Freudenberg,Anst
FTW,Twiste,Hp Anst
FUCH,Rödermark-Urberach,Bf
FUEB,Uebernthal,Hp
FUK,Uckersdorf,Tp
FUKO,Unnau-Korb,Hp
FULB,Frankfurt-Unterliederbach,Bf
FUNG,Ungedanken,Hp
FUNK,Undenheim-Köngernheim,Anst
FUR,Uhlerborn,Bf
FURBN,Oberwesel Urbar I,Üst
FURBS,Oberwesel Urbar II,Üst
FUS,Usseln,Bf
FUS H,Usseln Heimberg,Bush
FUS K,Usseln Katholische Kirche,Bush
FUS S,Usseln Schneppelnberg,Bush
FUSB,Usseln Brechpunkt,Brchpk
FUSI,Usingen,Bf
FUT,Uttershausen,Abzw
FVA,Volkmarsen,Bf
FVA 1,Volkmarsen,Est
FVE,Velmeden,Bf
FVI,Viermünden,Anst
FVL,Bad Vilbel,Bf
FVLS,Bad Vilbel Süd,Hp
FVM,Vollmerz,Bf
FVR,Villmar,Bf
FW,Wiesbaden Hbf,Bf
FW 1,Wiesbaden Est,Est
FW D,Wiesbaden-Dotzheim,Museum
FW G,Wiesbaden Gütergleis,Bft
FW W,Wiesbaden Waldstraße,Bft
FW Z,Wiesbaden Hbf ZOB,Bush
FWA,Wallau (Lahn),Bf
FWAB,Wabern (Bz Kassel),Bf
FWAB1,Wabern,Est
FWAC,Wallau (Lahn) Christmann&Pfeiffer,Anst
FWAD,Wallenrod,Bf
FWAE,Wächtersbach,Bf
FWAG,Walburg (Hess-Nass),Bf
FWAH,Wallertheim,Hp Anst
FWAM,Wachenheim-Mölsheim,Tp
FWAN,Wanfried,Bf
FWAS,Wallau (Lahn) Seibel&Reitz,Anst
FWB,Wiesbaden-Biebrich,Bf
FWB A,Wiesbaden-Biebrich Ültg,Bft
FWB S,Wiesbaden-Biebrich (Schiff),Slst
FWBA,Waldbach,Bk
FWBG,Westerburg,Bf
FWBG1,Westerburg Est,Est
FWBH,Weilbach Plng NBS,Abzw
FWBK,Wächtersbach Kreisb,Bf
FWBR,Werk Braun,Hp
FWCK,Weckesheim,Hp
FWDF,Werdorf,Hp
FWDH,Weidenhausen (Kr Biedenkopf),Hp Anst
FWE,Wiesbaden-Erbenheim,Bf
FWEB,Weißenborn (Kr Ziegenhain),Tp
FWED,Dreieich-Weibelfeld,Hp
FWEH,Wehrheim,Bf
FWEI,Weimar (Kr Kassel),Bf
FWEK,Weiskirchen (b Offenbach),Bf
FWEL,Wendelsheim,Bf
FWER,Werlau,Bf
FWES,Welkers,Hp Awanst
FWESS,Welkers Sulo Werk,Awanst
FWF,Walldorf (Hess),Bf
FWFG,Wolfgang (Kr Hanau),Bf
FWFH,Wolfhagen,Bf
FWFK,Waggonfabrik,Hp
FWG,Weilburg,Bf
FWG 1,Weilburg Est,Est
FWGA,Wega,Bf
FWGAW,Wega (W 17),Bft
FWH,Wiebelsbach-Heubach,Bf
FWH 1,Wiebelsbach-Heubach Est,Est
FWHA,Wohra,Tp
FWHF,Worms Hafen,Anst
FWHM,Wahlheim (Kr Alzey),Anst
FWHN,Wehrshausen,Bf
FWI,Weiterstadt,Bf
FWIE,Wiesenbach (Kr Biedenkopf),Tp
FWIF,Wiesenfeld,Hp
FWIG,Wiesbaden-Igstadt,Bf
FWIL,Wildsberg,Üst
FWIN,Windecken (Kr Hanau),Hp
FWIR,Wirtheim,Bf
FWIS,Wissenbach (Dillkr),Anst
FWKI,Wabern Kimm,Awanst
FWL,Wilhelmsdorf (Taunus),Bf
FWLD,Waldeck,Bf
FWLM,Willmenrod,Hp
FWLN,Willingen,Bf
FWLNP,Willingen Alte Post,Bush
FWLNR,Willingen Rathaus,Bush
FWM,Weilmünster (Oberlahnkr),Tp
FWMD,Wallmerod (Westerw),Bf
FWN,Oberursel-Weißkirchen/Steinbach,Bf
FWO,Wiesbaden Ost,Bf
FWO A,Wiesbaden Ost Gbf Ültg,Bft
FWO G,Wiesbaden Ost Gbf,Bft
FWOB,Worms Brücke,Hp
FWOD,Wörsdorf,Hp
FWOE,Wölfersheim-Södel,Bf
FWOH,Wiesbaden Ost Henkell,Awanst
FWOI,Worms Stadt Industriestammgleis,Awanst
FWOL,Wolfskehlen,Tp
FWOL,Wolfskehlen,Üst
FWOM,Wommelshausen,Hp
FWON,Wolfershausen,Hp
FWOR,Worms Hbf,Bf
FWORG,Worms Gbf,Bft
FWOZ,Wolzhausen,Tp
FWP,Waldkappel,Tp
FWP,Waldkappel,Bf
FWR,Wetzlar,Bf
FWR B,Wetzlar (Bus),Bush
FWR G,Wetzlar Gbf,Bft
FWRA,Wiera,Hp
FWRH,Werleshausen,Tp
FWRO,Weiterode,Abzw
FWRR,Wörrstadt,Bf
FWRT,Willroth Plng NBS,Üst
FWRY,Wetzlar Bundeswehr-Verladeanlage,Bf
FWS,Wiesbaden-Schierstein,Bf
FWSA,Salzbach,Abzw
FWST,Watzenborn-Steinberg,Hp
FWT,Wetter (Hess-Nass),Bf
FWTH,Wilsenroth,Bf
FWUE,Wilhelmshütte (Lahn),Hp
FWW,Wiesbaden West,Bf
FWWG,Wernswig,Anst
FWWN,Wiesbaden-Wäschbach Nord,Abzw
FWWS,Wiesbaden-Wäschbach Süd,Abzw
FWX,Darmstadt-Wixhausen,Hp
FWZ,Welgesheim-Zotzenheim,Hp Anst
FWZN,Witzenhausen Nord,Bf
FZB,Zierenberg,Bf
FZBR,Zierenberg-Rosental,Hp
FZE,Zennern,Hp
FZEP,Zeppelinheim,Bf
FZH,Zellhausen,Hp
FZK,Zell-Kirchbrombach,Bf
FZL,Zella (Kr Ziegenhain),Anst
FZM,Zimmersrode,Bf
FZN,Schwalmstadt-Ziegenhain,Bush
FZO,Zollhaus (Nass),Bf
FZR,Zell-Romrod,Bf
FZS,Ziegenhain (Bz Kassel) Süd,Anst
FZW,Zwingenberg (Bergstr),Bf